"","TreeID","Species","Site_X","Site_Y","Tree_x","Tree_y","Coordinate System/Datum"
"712","T5#3","S. Maple",710953.914965,5092130.28114,710954.528328,5092133.625357,NA
"713","T6#1","R. Pine",710903.806969,5092128.5691,710908.917823,5092132.078967,NA
"714","T6#2","R. Pine",710903.806969,5092128.5691,710907.384819,5092131.917082,NA
"715","T6#3","S. Maple",710903.806969,5092128.5691,710905.570327,5092132.709217,NA
"716","T7#1","S. Maple",710803.590975,5092125.14624,710806.662993,5092128.703304,NA
"717","T7#2","S. Maple",710803.590975,5092125.14624,710803.035887,5092124.314449,NA
"718","T7#3","S. Maple",710803.590975,5092125.14624,710804.537438,5092129.44324,NA
"719","T7#4","Basswood",710803.590975,5092125.14624,710801.022553,5092121.950429,NA
"720","T7#5","Basswood",710803.590975,5092125.14624,710799.401755,5092119.538172,NA
"721","T7#6","Basswood",710803.590975,5092125.14624,710810.570414,5092130.506038,NA
"722","T8#1","S. Maple",710778.536976,5092124.29078,710775.304249,5092120.742615,NA
"723","T8#2","S. Maple",710778.536976,5092124.29078,710780.210583,5092118.633127,NA
"724","T8#3","S. Maple",710778.536976,5092124.29078,710773.459357,5092131.478115,NA
"725","T8#4","Basswood",710778.536976,5092124.29078,710781.035409,5092124.379276,NA
"726","T8#5","Basswood",710778.536976,5092124.29078,710781.530291,5092121.949826,NA
"727","T8#6","Basswood",710778.536976,5092124.29078,710771.539444,5092124.104922,NA
"728","T9#1","R. Maple",710728.428977,5092122.58017,710727.890363,5092121.859133,NA
"729","T9#2","S. Maple",710728.428977,5092122.58017,710727.012986,5092123.075114,NA
"730","T9#3","R. Maple",710728.428977,5092122.58017,710730.511434,5092127.993429,NA
"731","T9#4","Basswood",710728.428977,5092122.58017,710730.932845,5092113.208903,NA
"732","T10#1","S. Maple",710628.212977,5092119.16017,710630.474544,5092115.269757,NA
"733","T10#2","S. Maple",710628.212977,5092119.16017,710629.802402,5092118.976514,NA
"734","T10#3","S. Maple",710628.212977,5092119.16017,710624.087026,5092116.162415,NA
"735","T11#1","R. Maple",710603.158977,5092118.30542,710597.259898,5092118.409684,NA
"736","T11#2","S. Maple",710603.158977,5092118.30542,710601.669814,5092121.801474,NA
"737","T11#3","B. Fir",710603.158977,5092118.30542,710605.944616,5092116.356006,NA
"738","T12#1","Blk. Ash",710553.050975,5092116.59623,710554.350924,5092116.584762,NA
"739","T12#2","R. Maple",710553.050975,5092116.59623,710546.853161,5092116.431613,NA
"740","T12#3","R. Maple",710553.050975,5092116.59623,710553.957175,5092120.389487,NA
"741","U1#1","Aspen",711156.055976,5092087.1776,711157.20818,5092086.842301,NA
"742","U1#2","Aspen",711156.055976,5092087.1776,711157.640736,5092085.375231,NA
"743","U1#3","B. Fir",711156.055976,5092087.1776,711157.816428,5092085.697462,NA
"744","U2#1","Aspen",711131.001398,5092086.3207,711131.52957,5092085.243187,NA
"745","U2#2","Aspen",711131.001398,5092086.3207,711131.983631,5092083.698636,NA
"746","U2#3","B. Fir",711131.001398,5092086.3207,711131.030541,5092088.520507,NA
"747","U3#1","S. Alder",711080.893,5092084.60724,711079.168827,5092085.405505,NA
"748","U3#2","S. Alder",711080.893,5092084.60724,711082.490744,5092084.692174,NA
"749","U3#3","B. Fir",711080.893,5092084.60724,711078.480449,5092086.709524,NA
"750","U4#1","R. Pine",710980.6762,5092081.18153,710982.044107,5092078.511543,NA
"751","U4#2","R. Pine",710980.6762,5092081.18153,710977.475781,5092087.294411,NA
"752","U4#3","S. Maple",710980.6762,5092081.18153,710981.113219,5092073.594105,NA
"753","U5#1","R. Pine",710955.621999,5092080.32536,710955.656042,5092081.024532,NA
"754","U5#2","R. Pine",710955.621999,5092080.32536,710958.798063,5092081.795945,NA
"755","U5#3","S. Maple",710955.621999,5092080.32536,710953.878392,5092082.888529,NA
"756","U6#1","R. Pine",710905.513597,5092078.61332,710904.28737,5092076.320643,NA
"757","U6#2","R. Pine",710905.513597,5092078.61332,710906.724443,5092074.383208,NA
"758","U6#3","S. Maple",710905.513597,5092078.61332,710897.113926,5092078.538969,NA
"759","U7#1","Blk. Ash",710805.296791,5092075.19046,710802.44675,5092078.672882,NA
"760","U7#2","S. Maple",710805.296791,5092075.19046,710807.537439,5092069.516881,NA
"761","U7#3","S. Maple",710805.296791,5092075.19046,710803.331092,5092078.788519,NA
"762","U7#4","Basswood",710805.296791,5092075.19046,710811.055939,5092077.981914,NA
"763","U8#1","R. Pine",710780.242589,5092074.335,710779.496623,5092073.150291,NA
"764","U8#2","S. Maple",710780.242589,5092074.335,710776.25665,5092070.401516,NA
"765","U8#3","S. Maple",710780.242589,5092074.335,710785.021768,5092069.783138,NA
"766","U8#4","Basswood",710780.242589,5092074.335,710784.12669,5092069.502427,NA
"767","U9#1","R. Pine",710730.134184,5092072.62439,710730.664358,5092070.489228,NA
"768","U9#2","Blk. Ash",710730.134184,5092072.62439,710729.053739,5092074.878861,NA
"769","U9#3","S. Maple",710730.134184,5092072.62439,710723.492204,5092074.49364,NA
"770","U9#4","Basswood",710730.134184,5092072.62439,710721.903052,5092077.756492,NA
"771","U9#5","Basswood",710730.134184,5092072.62439,710720.434184,5092072.624098,NA
"772","U10#1","R. Pine",710629.917372,5092069.20438,710627.949847,5092065.953404,NA
"773","U10#2","R. Maple",710629.917372,5092069.20438,710635.362354,5092068.428384,NA
"774","U10#3","S. Maple",710629.917372,5092069.20438,710626.837504,5092074.000672,NA
"775","U11#1","R. Maple",710604.863168,5092068.34964,710603.868924,5092074.368068,NA
"776","U11#2","R. Maple",710604.863168,5092068.34964,710603.690749,5092062.261501,NA
"777","U11#3","B. Fir",710604.863168,5092068.34964,710599.679659,5092067.935831,NA
"778","U12#1","Aspen",710554.754761,5092066.64045,710555.857882,5092067.328291,NA
"779","U12#2","B. Fir",710554.754761,5092066.64045,710554.045341,5092062.095483,NA
"780","U12#3","R. Maple",710554.754761,5092066.64045,710547.776986,5092067.95219,NA
"781","V1#1","B. Fir",711159.473254,5091987.26605,711159.55291,5091983.666931,NA
"782","V1#2","Tamarack",711159.473254,5091987.26605,711157.013202,5091988.37877,NA
"783","V1#3","S. Maple",711159.473254,5091987.26605,711161.742524,5091990.800228,NA
"784","V2#1","B. Spruce",711134.41827,5091986.40916,711131.26869,5091987.935642,NA
"785","V2#2","Tamarack",711134.41827,5091986.40916,711137.612135,5091986.211111,NA
"786","V2#3","S. Maple",711134.41827,5091986.40916,711129.258126,5091987.05174,NA
"787","V3#1","W. Cedar",711084.309059,5091984.69569,711083.299049,5091987.62654,NA
"788","V3#2","B. Fir",711084.309059,5091984.69569,711083.728542,5091984.304538,NA
"789","V3#3","W. Pine",711084.309059,5091984.69569,711075.592749,5091986.494561,NA
"790","V4#1","S. Maple",710984.090635,5091981.26998,710976.302012,5091982.591855,NA
"791","V4#2","Aspen",710984.090635,5091981.26998,710985.448008,5091978.372129,NA
"792","V4#3","B. Fir",710984.090635,5091981.26998,710982.396026,5091981.134696,NA
"793","V5#1","B. Fir",710959.036028,5091980.4138,710957.456461,5091981.945129,NA
"794","V5#2","Aspen",710959.036028,5091980.4138,710954.382561,5091981.948481,NA
"795","V5#3","S. Maple",710959.036028,5091980.4138,710956.605027,5091982.494721,NA
"796","V6#1","R. Pine",710908.926815,5091978.70176,710910.939248,5091977.812877,NA
"797","V6#2","R. Pine",710908.926815,5091978.70176,710911.244746,5091975.817805,NA
"798","V6#3","S. Maple",710908.926815,5091978.70176,710905.063426,5091983.422377,NA
"799","V7#1","R. Pine",710808.708384,5091975.2789,710813.040814,5091971.890677,NA
"800","V7#2","S. Maple",710808.708384,5091975.2789,710813.012039,5091972.542378,NA
"801","V7#3","S. Maple",710808.708384,5091975.2789,710804.217019,5091975.000258,NA
"802","V8#1","R. Pine",710783.653776,5091974.42344,710790.385696,5091975.383259,NA
"803","V8#2","Blk. Ash",710783.653776,5091974.42344,710784.485994,5091973.424734,NA
"804","V8#3","R. Maple",710783.653776,5091974.42344,710777.907819,5091972.69602,NA
"805","V9#1","S. Maple",710733.544559,5091972.71283,710735.744214,5091972.751774,NA
"806","V9#2","R. Maple",710733.544559,5091972.71283,710729.650051,5091972.919739,NA
"807","V9#3","S. Maple",710733.544559,5091972.71283,710738.142941,5091972.590833,NA
"808","V10#1","R. Pine",710633.326122,5091969.29282,710632.718151,5091974.356452,NA
"809","V10#2","S. Maple",710633.326122,5091969.29282,710630.708602,5091968.630561,NA
"810","V10#3","B. Fir",710633.326122,5091969.29282,710637.656231,5091972.999591,NA
"811","V11#1","Tamarack",710608.271513,5091968.43807,710607.870549,5091967.307041,NA
"812","V11#2","R. Maple",710608.271513,5091968.43807,710609.570517,5091977.84884,NA
"813","V11#3","B. Fir",710608.271513,5091968.43807,710604.110045,5091977.531044,NA
"814","V12#1","Blk. Ash",710558.162293,5091966.72888,710555.591513,5091960.541708,NA
"815","V12#2","R. Maple",710558.162293,5091966.72888,710562.583677,5091969.651441,NA
"816","V12#3","R. Maple",710558.162293,5091966.72888,710562.061682,5091966.797918,NA
"817","W1#1","Tamarack",711160.327565,5091962.28817,711160.29663,5091960.888512,NA
"818","W1#2","B. Spruce",711160.327565,5091962.28817,711160.663798,5091963.954588,NA
"819","W1#3","B. Spruce",711160.327565,5091962.28817,711161.659726,5091964.038983,NA
"820","W2#1","Tamarack",711135.27248,5091961.43127,711136.443227,5091961.694616,NA
"821","W2#2","B. Spruce",711135.27248,5091961.43127,711136.972214,5091961.461363,NA
"822","W2#3","S. Maple",711135.27248,5091961.43127,711133.224259,5091959.997815,NA
"823","W3#1","W. Pine",711085.163066,5091959.7178,711084.202849,5091958.565418,NA
"824","W3#2","B. Spruce",711085.163066,5091959.7178,711085.86725,5091958.872741,NA
"825","W3#3","Tamarack",711085.163066,5091959.7178,711078.572361,5091960.067953,NA
"826","W4#1","W. Spruce",710984.944236,5091956.29209,710982.846557,5091954.932037,NA
"827","W4#2","W. Spruce",710984.944236,5091956.29209,710987.408493,5091961.209146,NA
"828","W4#3","W. Pine",710984.944236,5091956.29209,710985.889883,5091951.382329,NA
"829","W5#1","R. Pine",710959.889528,5091955.43592,710953.967549,5091958.569634,NA
"830","W5#2","S. Maple",710959.889528,5091955.43592,710960.693303,5091956.030853,NA
"831","W5#3","R. Pine",710959.889528,5091955.43592,710953.196089,5091955.139494,NA
"832","W6#1","R. Pine",710909.780111,5091953.72388,710908.94575,5091956.291728,NA
"833","W6#2","S. Maple",710909.780111,5091953.72388,710908.100744,5091954.612545,NA
"834","W6#3","R. Pine",710909.780111,5091953.72388,710907.720717,5091951.54239,NA
"835","W7#1","R. Pine",710809.561274,5091950.30102,710806.354236,5091952.146259,NA
"836","W7#2","R. Maple",710809.561274,5091950.30102,710808.129332,5091944.063269,NA
"837","W7#3","S. Maple",710809.561274,5091950.30102,710806.617957,5091949.7206,NA
"838","W8#1","R. Pine",710784.506565,5091949.44556,710787.151547,5091947.828752,NA
"839","W8#2","S. Maple",710784.506565,5091949.44556,710785.927337,5091948.709757,NA
"840","W8#3","W. Birch",710784.506565,5091949.44556,710787.958334,5091955.764206,NA
"841","W9#1","R. Pine",710734.397145,5091947.73494,710733.506328,5091949.299052,NA
"842","W9#2","S. Maple",710734.397145,5091947.73494,710729.340005,5091941.665728,NA
"843","W9#3","S. Maple",710734.397145,5091947.73494,710737.476324,5091955.334852,NA
"844","W10#1","W. Birch",710634.178302,5091944.31493,710636.34126,5091950.972378,NA
"845","W10#2","R. Maple",710634.178302,5091944.31493,710630.031753,5091941.520985,NA
"846","W10#3","Blk. Ash",710634.178302,5091944.31493,710634.166353,5091945.214851,NA
"847","W11#1","S. Maple",710609.123591,5091943.46018,710609.072406,5091943.063468,NA
"848","W11#2","S. Maple",710609.123591,5091943.46018,710611.570767,5091941.904119,NA
"849","W11#3","B. Fir",710609.123591,5091943.46018,710605.564717,5091939.948141,NA
"850","W12#1","R. Pine",710559.014168,5091941.75099,710556.29701,5091944.953654,NA
"851","W12#2","S. Maple",710559.014168,5091941.75099,710556.7274,5091948.788794,NA
"852","W12#3","S. Maple",710559.014168,5091941.75099,710555.519194,5091948.724164,NA
"853","X1#1","Tamarack",711162.036178,5091912.3324,711164.203058,5091913.579248,NA
"854","X1#2","Tamarack",711162.036178,5091912.3324,711157.949453,5091915.707111,NA
"855","X1#3","B. Spruce",711162.036178,5091912.3324,711165.136057,5091912.305054,NA
"856","X2#1","B. Spruce",711136.980889,5091911.4755,711136.08881,5091911.356357,NA
"857","X2#2","Tamarack",711136.980889,5091911.4755,711136.298651,5091913.248788,NA
"858","X2#3","B. Spruce",711136.980889,5091911.4755,711139.586297,5091910.767088,NA
"859","X3#1","Tamarack",711086.87107,5091909.76204,711086.038882,5091908.763309,NA
"860","X3#2","Tamarack",711086.87107,5091909.76204,711085.872049,5091909.717797,NA
"861","X3#3","B. Spruce",711086.87107,5091909.76204,711087.54434,5091909.16479,NA
"862","X4#1","Aspen",710986.651427,5091906.33632,710982.352943,5091906.22215,NA
"863","X4#2","S. Maple",710986.651427,5091906.33632,710987.749404,5091910.597124,NA
"864","X4#3","B. Fir",710986.651427,5091906.33632,710989.136846,5091902.229899,NA
"865","X5#1","R. Pine",710961.596516,5091905.48015,710961.855277,5091900.987596,NA
"866","X5#2","R. Maple",710961.596516,5091905.48015,710958.196516,5091905.480048,NA
"867","X5#3","R. Pine",710961.596516,5091905.48015,710962.520959,5091904.428768,NA
"868","X6#1","R. Pine",710911.486693,5091903.76811,710910.708695,5091902.726612,NA
"869","X6#2","R. Pine",710911.486693,5091903.76811,710912.712268,5091901.82184,NA
"870","X6#3","S. Maple",710911.486693,5091903.76811,710914.323052,5091905.642961,NA
"871","X7#1","R. Pine",710811.267044,5091900.34524,710811.167236,5091900.339048,NA
"872","X7#2","R. Maple",710811.267044,5091900.34524,710814.354935,5091899.50564,NA
"873","X7#3","S. Maple",710811.267044,5091900.34524,710809.087048,5091904.509087,NA
"874","X8#1","R. Pine",710786.212132,5091899.48978,710789.194359,5091898.076867,NA
"875","X8#2","S. Maple",710786.212132,5091899.48978,710785.320053,5091899.370637,NA
"876","X8#3","S. Maple",710786.212132,5091899.48978,710786.552527,5091898.339071,NA
"877","X9#1","R. Pine",710736.102306,5091897.77917,710733.844543,5091900.046879,NA
"878","X9#2","B. Fir",710736.102306,5091897.77917,710736.170001,5091896.080518,NA
"879","X9#3","S. Maple",710736.102306,5091897.77917,710738.236436,5091900.163596,NA
"880","X10#1","R. Maple",710635.882651,5091894.35915,710638.120254,5091892.071545,NA
"881","X10#2","S. Maple",710635.882651,5091894.35915,710633.206414,5091894.00172,NA
"882","X10#3","B. Fir",710635.882651,5091894.35915,710634.991103,5091890.768169,NA
"883","X11#1","S. Maple",710610.827737,5091893.50441,710611.49959,5091895.704095,NA
"884","X11#2","Blk. Ash",710610.827737,5091893.50441,710609.780317,5091890.375047,NA
"885","X11#3","R. Maple",710610.827737,5091893.50441,710608.387827,5091887.913629,NA
"886","X12#1","R. Pine",710560.717908,5091891.79522,710561.577474,5091892.061952,NA
"887","X12#2","S. Maple",710560.717908,5091891.79522,710556.77932,5091894.710272,NA
"888","X12#3","S. Maple",710560.717908,5091891.79522,710567.978132,5091890.363736,NA
